CRASH_RECORD_ID,by_year_crash_date,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,ROAD_DEFECT
11,01/01/2021 12:00:00 AM,RR CROSSING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
434,01/01/2022 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2020 12:00:00 AM,NO CONTROLS,OTHER,WORN SURFACE
19,01/01/2021 12:00:00 AM,UNKNOWN,UNKNOWN,"RUT, HOLES"
13,01/01/2023 12:00:00 AM,SCHOOL ZONE,NO CONTROLS,NO DEFECTS
4,01/01/2021 12:00:00 AM,RAILROAD CROSSING GATE,NO CONTROLS,NO DEFECTS
9,01/01/2023 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,NO DEFECTS
60,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,"RUT, HOLES"
18,01/01/2023 12:00:00 AM,YIELD,UNKNOWN,UNKNOWN
1,01/01/2020 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
30,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER
463,01/01/2019 12:00:00 AM,NO CONTROLS,UNKNOWN,UNKNOWN
4,01/01/2023 12:00:00 AM,NO PASSING,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,UNKNOWN,NO CONTROLS,OTHER
3,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,DELINEATORS,UNKNOWN,UNKNOWN
1,01/01/2021 12:00:00 AM,YIELD,OTHER,UNKNOWN
2,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,OTHER,OTHER
44,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,"RUT, HOLES"
1,01/01/2020 12:00:00 AM,OTHER REG. SIGN,UNKNOWN,NO DEFECTS
90,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER
2,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
1,01/01/2019 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,WORN SURFACE
2390,01/01/2019 12:00:00 AM,UNKNOWN,UNKNOWN,UNKNOWN
12,01/01/2020 12:00:00 AM,OTHER RAILROAD CROSSING,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,OTHER
1,01/01/2020 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,OTHER
1,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,UNKNOWN
3,01/01/2021 12:00:00 AM,PEDESTRIAN CROSSING SIGN,NO CONTROLS,UNKNOWN
5,01/01/2021 12:00:00 AM,NO CONTROLS,UNKNOWN,OTHER
1,01/01/2022 12:00:00 AM,UNKNOWN,NOT FUNCTIONING,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,SCHOOL ZONE,OTHER,NO DEFECTS
3,01/01/2019 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,"RUT, HOLES"
2,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
3,01/01/2023 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,OTHER
15,01/01/2021 12:00:00 AM,OTHER RAILROAD CROSSING,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,MISSING,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,SHOULDER DEFECT
41,01/01/2021 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,NO CONTROLS,WORN SURFACE
1,01/01/2020 12:00:00 AM,OTHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
6,01/01/2020 12:00:00 AM,POLICE/FLAGMAN,NO CONTROLS,NO DEFECTS
1,01/01/2021 12:00:00 AM,OTHER REG. SIGN,OTHER,UNKNOWN
2,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,"RUT, HOLES"
6641,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2019 12:00:00 AM,OTHER RAILROAD CROSSING,OTHER,NO DEFECTS
2,01/01/2021 12:00:00 AM,DELINEATORS,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,UNKNOWN
11,01/01/2020 12:00:00 AM,OTHER,OTHER,OTHER
1,01/01/2019 12:00:00 AM,UNKNOWN,NO CONTROLS,SHOULDER DEFECT
1,01/01/2019 12:00:00 AM,OTHER,NO CONTROLS,SHOULDER DEFECT
966,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN
3,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,MISSING,NO DEFECTS
1,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,OTHER,WORN SURFACE
17,01/01/2022 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,WORN SURFACE
2,01/01/2023 12:00:00 AM,BICYCLE CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
29,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SHOULDER DEFECT
4,01/01/2022 12:00:00 AM,SCHOOL ZONE,UNKNOWN,NO DEFECTS
16,01/01/2021 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2023 12:00:00 AM,NO CONTROLS,MISSING,NO DEFECTS
333,01/01/2020 12:00:00 AM,NO CONTROLS,NO CONTROLS,"RUT, HOLES"
10,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,NO PASSING,UNKNOWN,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER RAILROAD CROSSING,OTHER,UNKNOWN
4,01/01/2020 12:00:00 AM,NO PASSING,FUNCTIONING PROPERLY,NO DEFECTS
6,01/01/2019 12:00:00 AM,YIELD,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
216,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,UNKNOWN
14,01/01/2021 12:00:00 AM,UNKNOWN,OTHER,UNKNOWN
1,01/01/2023 12:00:00 AM,YIELD,NO CONTROLS,OTHER
116,01/01/2022 12:00:00 AM,UNKNOWN,NO CONTROLS,NO DEFECTS
6,01/01/2022 12:00:00 AM,NO CONTROLS,UNKNOWN,"RUT, HOLES"
6791,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2020 12:00:00 AM,UNKNOWN,UNKNOWN,WORN SURFACE
14,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,"RUT, HOLES"
7,01/01/2021 12:00:00 AM,YIELD,UNKNOWN,UNKNOWN
1,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,OTHER,UNKNOWN
11,01/01/2022 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
8,01/01/2019 12:00:00 AM,RR CROSSING SIGN,UNKNOWN,UNKNOWN
394,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,NO DEFECTS
426,01/01/2023 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2021 12:00:00 AM,SCHOOL ZONE,FUNCTIONING PROPERLY,WORN SURFACE
3,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,OTHER,WORN SURFACE
2,01/01/2022 12:00:00 AM,YIELD,OTHER,UNKNOWN
495,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,NO DEFECTS
4,01/01/2021 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,UNKNOWN
4,01/01/2020 12:00:00 AM,RR CROSSING SIGN,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING IMPROPERLY,OTHER
1,01/01/2019 12:00:00 AM,OTHER RAILROAD CROSSING,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,BICYCLE CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2022 12:00:00 AM,RAILROAD CROSSING GATE,NO CONTROLS,NO DEFECTS
39,01/01/2022 12:00:00 AM,NO CONTROLS,NO CONTROLS,DEBRIS ON ROADWAY
8126,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2021 12:00:00 AM,UNKNOWN,NO CONTROLS,WORN SURFACE
3,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,OTHER
2,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,NO CONTROLS,NO DEFECTS
12,01/01/2020 12:00:00 AM,OTHER,UNKNOWN,UNKNOWN
4,01/01/2023 12:00:00 AM,NO PASSING,FUNCTIONING PROPERLY,NO DEFECTS
3,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,UNKNOWN
43244,01/01/2020 12:00:00 AM,NO CONTROLS,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,UNKNOWN
6,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,UNKNOWN
1,01/01/2020 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,UNKNOWN
3,01/01/2023 12:00:00 AM,OTHER RAILROAD CROSSING,NO CONTROLS,UNKNOWN
1,01/01/2019 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
7,01/01/2022 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,NO DEFECTS
24,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,NO CONTROLS,MISSING,SHOULDER DEFECT
1,01/01/2020 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER RAILROAD CROSSING,UNKNOWN,UNKNOWN
3,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,UNKNOWN
1,01/01/2023 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,OTHER
7,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,OTHER
12,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,UNKNOWN
25,01/01/2023 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,NO DEFECTS
10,01/01/2022 12:00:00 AM,YIELD,UNKNOWN,NO DEFECTS
29,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,NO DEFECTS
6,01/01/2022 12:00:00 AM,PEDESTRIAN CROSSING SIGN,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER,FUNCTIONING IMPROPERLY,UNKNOWN
1,01/01/2021 12:00:00 AM,YIELD,FUNCTIONING PROPERLY,SHOULDER DEFECT
40,01/01/2022 12:00:00 AM,OTHER,UNKNOWN,UNKNOWN
2,01/01/2020 12:00:00 AM,PEDESTRIAN CROSSING SIGN,UNKNOWN,NO DEFECTS
443,01/01/2023 12:00:00 AM,NO CONTROLS,UNKNOWN,NO DEFECTS
7,01/01/2023 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,UNKNOWN
22,01/01/2022 12:00:00 AM,OTHER REG. SIGN,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER,NOT FUNCTIONING,UNKNOWN
1,01/01/2023 12:00:00 AM,NO PASSING,UNKNOWN,UNKNOWN
77,01/01/2023 12:00:00 AM,OTHER,UNKNOWN,UNKNOWN
13,01/01/2020 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,"RUT, HOLES"
35,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER
995,01/01/2022 12:00:00 AM,UNKNOWN,UNKNOWN,NO DEFECTS
3,01/01/2019 12:00:00 AM,NO CONTROLS,WORN REFLECTIVE MATERIAL,NO DEFECTS
20,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,OTHER,UNKNOWN
1,01/01/2020 12:00:00 AM,OTHER REG. SIGN,OTHER,UNKNOWN
3,01/01/2021 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,SHOULDER DEFECT
12,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,WORN REFLECTIVE MATERIAL,NO DEFECTS
1,01/01/2021 12:00:00 AM,OTHER,UNKNOWN,"RUT, HOLES"
36,01/01/2023 12:00:00 AM,UNKNOWN,FUNCTIONING PROPERLY,UNKNOWN
64,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,OTHER,UNKNOWN
1,01/01/2020 12:00:00 AM,SCHOOL ZONE,NO CONTROLS,UNKNOWN
4,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,NO DEFECTS
4,01/01/2021 12:00:00 AM,NO CONTROLS,UNKNOWN,"RUT, HOLES"
2,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,"RUT, HOLES"
7,01/01/2021 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
11,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
68,01/01/2021 12:00:00 AM,UNKNOWN,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2020 12:00:00 AM,RAILROAD CROSSING GATE,NOT FUNCTIONING,NO DEFECTS
29,01/01/2022 12:00:00 AM,OTHER,NO CONTROLS,UNKNOWN
4621,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,WORN SURFACE
3773,01/01/2022 12:00:00 AM,UNKNOWN,UNKNOWN,UNKNOWN
3,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,"RUT, HOLES"
76,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER,NO CONTROLS,WORN SURFACE
3,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,WORN SURFACE
1,01/01/2023 12:00:00 AM,OTHER,UNKNOWN,"RUT, HOLES"
1,01/01/2020 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,SHOULDER DEFECT
7,01/01/2021 12:00:00 AM,YIELD,UNKNOWN,NO DEFECTS
57,01/01/2020 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2023 12:00:00 AM,NO CONTROLS,OTHER,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,LANE USE MARKING,FUNCTIONING PROPERLY,SHOULDER DEFECT
7,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,WORN SURFACE
49,01/01/2021 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,UNKNOWN
3,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2019 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,UNKNOWN
8,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,UNKNOWN
1,01/01/2019 12:00:00 AM,NO CONTROLS,MISSING,SHOULDER DEFECT
53,01/01/2021 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,NO DEFECTS
5,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,OTHER
3,01/01/2021 12:00:00 AM,NO PASSING,FUNCTIONING PROPERLY,NO DEFECTS
6,01/01/2019 12:00:00 AM,OTHER,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2023 12:00:00 AM,SCHOOL ZONE,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,OTHER,UNKNOWN
6,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,WORN SURFACE
3,01/01/2021 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,"RUT, HOLES"
2,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,OTHER
4,01/01/2021 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,OTHER
223,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,NO DEFECTS
64,01/01/2021 12:00:00 AM,UNKNOWN,NO CONTROLS,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,WORN SURFACE
337,01/01/2023 12:00:00 AM,NO CONTROLS,NO CONTROLS,"RUT, HOLES"
1,01/01/2020 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,UNKNOWN
1,01/01/2023 12:00:00 AM,RR CROSSING SIGN,NO CONTROLS,UNKNOWN
13,01/01/2022 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,UNKNOWN
56,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,UNKNOWN
167,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,NO DEFECTS
2,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,NO DEFECTS
214,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,"RUT, HOLES"
1,01/01/2021 12:00:00 AM,FLASHING CONTROL SIGNAL,NO CONTROLS,SHOULDER DEFECT
62,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,"RUT, HOLES"
9,01/01/2023 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,NO DEFECTS
13,01/01/2020 12:00:00 AM,YIELD,UNKNOWN,NO DEFECTS
17,01/01/2019 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,NO DEFECTS
3,01/01/2020 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,SHOULDER DEFECT
11,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,OTHER
20,01/01/2021 12:00:00 AM,UNKNOWN,UNKNOWN,OTHER
2,01/01/2022 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
4,01/01/2019 12:00:00 AM,DELINEATORS,OTHER,NO DEFECTS
12,01/01/2019 12:00:00 AM,UNKNOWN,OTHER,UNKNOWN
12,01/01/2022 12:00:00 AM,YIELD,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,"RUT, HOLES"
6767,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2019 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,UNKNOWN
2,01/01/2021 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,UNKNOWN
136,01/01/2019 12:00:00 AM,UNKNOWN,NO CONTROLS,NO DEFECTS
1,01/01/2023 12:00:00 AM,FLASHING CONTROL SIGNAL,NO CONTROLS,NO DEFECTS
2,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,DEBRIS ON ROADWAY
24,01/01/2019 12:00:00 AM,OTHER,OTHER,OTHER
46,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,NO DEFECTS
43,01/01/2021 12:00:00 AM,NO CONTROLS,NO CONTROLS,DEBRIS ON ROADWAY
10,01/01/2021 12:00:00 AM,SCHOOL ZONE,NO CONTROLS,NO DEFECTS
2,01/01/2021 12:00:00 AM,SCHOOL ZONE,UNKNOWN,NO DEFECTS
2,01/01/2019 12:00:00 AM,UNKNOWN,OTHER,OTHER
12,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,OTHER,UNKNOWN
1,01/01/2019 12:00:00 AM,LANE USE MARKING,OTHER,"RUT, HOLES"
2,01/01/2022 12:00:00 AM,OTHER,UNKNOWN,OTHER
32,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,NO DEFECTS
1,01/01/2023 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,OTHER
1,01/01/2019 12:00:00 AM,OTHER,NO CONTROLS,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,NO DEFECTS
5,01/01/2023 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,NO DEFECTS
1,01/01/2021 12:00:00 AM,RR CROSSING SIGN,NO CONTROLS,NO DEFECTS
105,01/01/2021 12:00:00 AM,OTHER,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,MISSING,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,LANE USE MARKING,UNKNOWN,NO DEFECTS
34,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2021 12:00:00 AM,YIELD,NOT FUNCTIONING,SHOULDER DEFECT
124,01/01/2019 12:00:00 AM,OTHER,NO CONTROLS,NO DEFECTS
19,01/01/2019 12:00:00 AM,SCHOOL ZONE,NO CONTROLS,NO DEFECTS
3,01/01/2020 12:00:00 AM,OTHER,OTHER,"RUT, HOLES"
1,01/01/2023 12:00:00 AM,POLICE/FLAGMAN,UNKNOWN,NO DEFECTS
1,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,OTHER
1,01/01/2021 12:00:00 AM,POLICE/FLAGMAN,OTHER,NO DEFECTS
1,01/01/2021 12:00:00 AM,UNKNOWN,MISSING,UNKNOWN
2,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,SHOULDER DEFECT
5,01/01/2019 12:00:00 AM,UNKNOWN,UNKNOWN,SHOULDER DEFECT
4,01/01/2021 12:00:00 AM,UNKNOWN,OTHER,OTHER
1,01/01/2019 12:00:00 AM,YIELD,OTHER,UNKNOWN
5,01/01/2020 12:00:00 AM,DELINEATORS,NO CONTROLS,UNKNOWN
1,01/01/2019 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,OTHER
1,01/01/2022 12:00:00 AM,SCHOOL ZONE,UNKNOWN,WORN SURFACE
21,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER
1,01/01/2021 12:00:00 AM,UNKNOWN,UNKNOWN,WORN SURFACE
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,UNKNOWN
1,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,"RUT, HOLES"
4,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,NO DEFECTS
123,01/01/2019 12:00:00 AM,NO CONTROLS,OTHER,NO DEFECTS
123,01/01/2022 12:00:00 AM,OTHER,NO CONTROLS,NO DEFECTS
1,01/01/2021 12:00:00 AM,YIELD,FUNCTIONING IMPROPERLY,NO DEFECTS
4,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,MISSING,UNKNOWN
